num,name,address1,address2,address3,city,state,zip,county,phone
400028,HOSPITAL ONCOLOGICO ANDRES GRILLASCA,AVE TITO CASTRO CARR 14 ANTIGUO CENTRO MEDICO,NULL,NULL,PONCE,PR,733,PONCE,7878480800
400032,HOSPITAL HERMANOS MELENDEZ INC,CARRETERA #2 KM 11 7,NULL,NULL,BAYAMON,PR,960,BAYAMON,7876208181
400044,SAN LUKE'S MEMORIAL HOSPITAL INC,TITO CASTRO AVE #917,NULL,NULL,PONCE,PR,733,PONCE,7878442080
400048,HOSPITAL EPISCOPAL SAN LUCAS GUAYAMA INC,AVE. PEDRO ALBIZU CAMPOS URB. LA HACIENDA,NULL,NULL,GUAYAMA,PR,785,GUAYANILLA,7878644300
400061,UNIVERSITY DISTRICT HOSPITAL,BARRIO MONACILLOS CENTROMEDICO,NULL,NULL,RIO PIEDRAS,PR,927,SAN JUAN,7877540101
400079,HOSP COMUNITARIO BUEN SAMARITANO,CARR.2 KM.1.4 AVE. SEVERIANO CUEVAS #18,NULL,NULL,AGUADILLA,PR,603,AGUADILLA,7876580000
400087,HOSPITAL DR CAYETANO COLL Y TOSTE,CARRETERA 129 KM.1 AVENIDA SAN LUIS,NULL,NULL,ARECIBO,PR,613,ARECIBO,7876507272
400098,HOSPITAL SAN FRANCISCO,371 DE DIEGO AVE,NULL,NULL,SAN JUAN,PR,923,SAN JUAN,7877675100
400102,DOCTORS CENTER HOSPITAL BAYAMON,9 J STREET EXT HERMANAS DAVILA,NULL,NULL,BAYAMON,PR,959,BAYAMON,7876225420
400103,CENTRO MEDICO DE MAYAG DR  RAMON EMETERIO BETANCES,AVE HOSTOS 410,NULL,NULL,MAYAGUEZ,PR,681,MAYAGUEZ,7876529200
400104,HOSPITAL SAN JUAN BAUTISTA MEDICAL CENTER,CARR 172 URB TURABO GARDENS,NULL,NULL,CAGUAS,PR,725,CAGUAS,7877443141
400105,HOSPITAL UNIVERSITARIO DR RUIZ ARNAU,LAUREL AVE SANTA JUANITA #100,NULL,NULL,BAYAMON,PR,956,BAYAMON,7877875151
400106,METROPOLITAN HOSPITAL,CARRETERA #1785 URB LAS LOMAS,NULL,NULL,SAN JUAN,PR,922,SAN JUAN,7877935013
400109,HOSPITAL HIMA-SAN PABLO BAYAMON,CALLE SANTA CRUZ NUMERO 70  URB SANTA CRUZ,NULL,NULL,BAYAMON,PR,960,BAYAMON,7876204747
400110,HOSPITAL METROPOLITANO DR TITO MATTEI,ROAD 128 KM 1.0,NULL,NULL,YAUCO,PR,698,YAUCO,7878561000
400111,HOSPITAL SAN CARLOS BORROMEO, CALLE CONCEPCION VERA AYALA #550 S,NULL,NULL,MOCA,PR,676,MOCA,7878778000
400112,"HOSPITAL UPR, DR  FEDERICO TRILLA",CARR 3 KM 8  3 AVE 65TH INFANTERIA       BOX 6021,NULL,NULL,CAROLINA,PR,984,CAROLINA,7877571800
400113,HOSPITAL SAN CRISTOBAL,CARR 506 KM 1 0,NULL,NULL,COTO LAUREL,PR,780,PONCE,7878482100
400114,MANATI MEDICAL CENTER DR OTERO LOPEZ,CALLE HERNANDEZ CARRION URB ATENAS,NULL,NULL,MANATI,PR,674,MANATI,7876213700
400115,CENTRO MEDICO WILMA N VAZQUEZ,CARR. 2 KM 39.5    ROAD NUMBER 2 BO ALGARROBO,NULL,NULL,VEGA BAJA,PR,693,VEGA BAJA,7878581580
400117,HOSPITAL DR SUSONI INC,55 PALM ST,NULL,NULL,ARECIBO,PR,614,ARECIBO,7876501031
400118,"DOCTORS' CENTER HOSPITAL, INC","MARGINAL CARRETERA NO 2, KM 47 7",NULL,NULL,MANATI,PR,674,MANATI,7878543322
400120,HIMA SAN PABLO-CAGUAS,AVE LUIS MUNOZ MARIN,NULL,NULL,CAGUAS,PR,725,CAGUAS,7876533434
400121,HOSPITAL SAN GERARDO,ROAD NO 844 KM 0 5 PO CUPEY BAJO,NULL,NULL,RIO PIEDRAS,PR,928,SAN JUAN,7877618383
400123,HOSPITAL PEREA,15 DR BASORA STREET,NULL,NULL,MAYAGUEZ,PR,681,MAYAGUEZ,7878340101
400124,CENTRO CARDIOVASCULAR,"AVENIDA AMERICO MIRANDA, ENTRADA PRINCIPAL CM",NULL,NULL,RIO PIEDRAS,PR,936,SAN JUAN,7877548500
400125,HIMA-SAN PABLO FAJARDO,GENERAL VALERO AVE#404,NULL,NULL,FAJARDO,PR,738,FAJARDO,7876550505
400126,HOSPITAL METROPOLITANO SAN GERMAN,CALLE JAVILLA  #8 AL COSTADO PARQUE DE BOMBAS,NULL,NULL,SAN GERMAN,PR,683,SAN GERMAN,7878925300
400127,ADMIN DE SERVICIOS MEDICOS  PUERTO RIC,BO MONACILLO CARR NUM 22,NULL,NULL,SAN JUAN,PR,935,SAN JUAN,7877773535
400128,"HOSPITAL PAVIA HATO REY, INC",AVE PONCE DE LEON 435,NULL,NULL,HATO REY,PR,919,SAN JUAN,7877540909
410001,MEMORIAL HOSPITAL OF RHODE ISLAND,111 BREWSTER STREET,NULL,NULL,PAWTUCKET,RI,2860,PROVIDENCE,4017292000
410004,ROGER WILLIAMS MEDICAL CENTER,825 CHALKSTONE AVENUE,NULL,NULL,PROVIDENCE,RI,2908,PROVIDENCE,4014562000
410005,ST JOSEPH HEALTH SERVICES OF RI,200 HIGH SERVICE AVENUE,NULL,NULL,NORTH PROVIDENCE,RI,2904,PROVIDENCE,4014563000
410006,NEWPORT HOSPITAL,FRIENDSHIP STREET,NULL,NULL,NEWPORT,RI,2840,NEWPORT,4018466400
410007,RHODE ISLAND HOSPITAL,593 EDDY STREET,NULL,NULL,PROVIDENCE,RI,2902,PROVIDENCE,4014444000
410008,SOUTH COUNTY HOSPITAL INC,100 KENYON AVE,NULL,NULL,WAKEFIELD,RI,2879,WASHINGTON,4017828000
410009,KENT COUNTY MEMORIAL HOSPITAL,455 TOLL GATE RD,NULL,NULL,WARWICK,RI,2886,KENT,4017377000
410010,WOMEN AND INFANTS HOSPITAL OF RHODE ISLAND,101 DUDLEY STREET,NULL,NULL,PROVIDENCE,RI,2905,PROVIDENCE,4012741100
410011,"LANDMARK MEDICAL CENTER,  INC",115 CASS AVE,NULL,NULL,WOONSOCKET,RI,2895,PROVIDENCE,4017694100
410012,MIRIAM HOSPITAL,164 SUMMIT AVENUE,NULL,NULL,PROVIDENCE,RI,2906,PROVIDENCE,4017932500
410013,WESTERLY HOSPITAL,25 WELLS STREET,NULL,NULL,WESTERLY,RI,2891,WASHINGTON,4015966000
420002,PIEDMONT MEDICAL CENTER,222 S HERLONG AVE,NULL,NULL,ROCK HILL,SC,29730,YORK,8033291234
420004,MUSC MEDICAL CENTER,169 ASHLEY AVE,NULL,NULL,CHARLESTON,SC,29425,CHARLESTON,8437922300
420005,MCLEOD MEDICAL CENTER - DILLON,301 E JACKSON ST,NULL,NULL,DILLON,SC,29536,DILLON,8437744111
420007,SPARTANBURG REGIONAL MEDICAL CENTER,101 E WOOD ST,NULL,NULL,SPARTANBURG,SC,29303,SPARTANBURG,8645606000
420009,OCONEE MEDICAL CENTER,298 MEMORIAL DRIVE,NULL,NULL,SENECA,SC,29672,OCONEE,8648823351
420010,CAROLINA PINES REGIONAL MEDICAL CENTER,1304 W BOBO NEWSOM HWY,NULL,NULL,HARTSVILLE,SC,29550,DARLINGTON,8643392100
420011,CANNON MEMORIAL HOSPITAL,123 MEDICAL PARK DRIVE PO BOX 188,NULL,NULL,PICKENS,SC,29671,PICKENS,8648784791
420015,BAPTIST EASLEY HOSPITAL,200 FLEETWOOD DRIVE,NULL,NULL,EASLEY,SC,29640,PICKENS,8644427200
420016,BARNWELL COUNTY HOSPITAL,PO BOX 588  811  REYNOLDS ROAD,NULL,NULL,BARNWELL,SC,29812,BARNWELL,8035414161
420018,PALMETTO HEALTH RICHLAND,5 RICHLAND MEDICAL PARK,NULL,NULL,COLUMBIA,SC,29203,RICHLAND,8032965678
420019,CHESTER REGIONAL MEDICAL CENTER,1 MEDICAL PARK DRIVE,NULL,NULL,CHESTER,SC,29706,CHESTER,8035813151
420020,GEORGETOWN MEMORIAL HOSPITAL,606 BLACK RIVER RD DRAWER 1718,NULL,NULL,GEORGETOWN,SC,29440,GEORGETOWN,8435277000
420023,ST FRANCIS-DOWNTOWN,ONE ST FRANCIS DR,NULL,NULL,GREENVILLE,SC,29601,GREENVILLE,8642551000
420026,SISTERS OF CHARITY PROVIDENCE HOSPITALS,2435 FOREST DR,NULL,NULL,COLUMBIA,SC,29204,RICHLAND,8032565300
420027,ANMED HEALTH,800 N FANT ST,NULL,NULL,ANDERSON,SC,29621,ANDERSON,8642611109
420030,COLLETON MEDICAL CENTER,501 ROBERTSON BOULEVARD,NULL,NULL,WALTERBORO,SC,29488,COLLETON,8437822000
420033,GREER MEMORIAL HOSPITAL,830 SOUTH BUNCOMBE ROAD,NULL,NULL,GREER,SC,29650,GREENVILLE,8648488200
420036,SPRINGS MEMORIAL HOSPITAL,800 W MEETING ST,NULL,NULL,LANCASTER,SC,29720,LANCASTER,8032861481
420037,HILLCREST MEMORIAL HOSPITAL,729 SOUTH EAST MAIN STREET,NULL,NULL,SIMPSONVILLE,SC,29681,GREENVILLE,8644546151
420038,LAURENS COUNTY HEALTHCARE SYSTEM,US HWY 76 PO DRAWER 976,NULL,NULL,CLINTON,SC,29325,LAURENS,8648339100
420039,WALLACE THOMSON HOSPITAL,322 W SOUTH ST PO BOX 789,NULL,NULL,UNION,SC,29379,UNION,8644270351
420043,UPSTATE CAROLINA MEDICAL CENTER,1530 N LIMESTONE ST,NULL,NULL,GAFFNEY,SC,29340,CHEROKEE,8644874271
420048,KERSHAW HEALTH,"HAILE AND ROBERTS STREETS, BOX 7003",NULL,NULL,CAMDEN,SC,29020,KERSHAW,8034324311
420049,CONWAY MEDICAL CENTER,300 SINGLETON RIDGE ROAD,NULL,NULL,CONWAY,SC,29526,HORRY,8433478037
420051,MCLEOD REGIONAL MEDICAL CENTER-PEE DEE,555 E CHEVES ST BOX 8700,NULL,NULL,FLORENCE,SC,29506,FLORENCE,8437772900
420053,NEWBERRY COUNTY MEMORIAL HOSPITAL,2669 KINARD ST PO BOX 497,NULL,NULL,NEWBERRY,SC,29108,NEWBERRY,8032767570
420054,MARLBORO PARK HOSPITAL,1138 CHERAW HIGHWAY,NULL,NULL,BENNETTSVILLE,SC,29512,MARLBORO,8434792881
420055,MARION REGIONAL HOSPITAL,2829 E HWY 76,NULL,NULL,MULLINS,SC,29574,MARION,8434312000
420056,BAMBERG COUNTY MEMORIAL HOSPITAL,509 NORTH STREET,NULL,NULL,BAMBERG,SC,29003,BAMBERG,8032454321
420057,MCLEOD MEDICAL CENTER - DARLINGTON,701 CASHUA FERRY ROAD,NULL,NULL,DARLINGTON,SC,29540,DARLINGTON,8433951100
420062,CHESTERFIELD GENERAL HOSPITAL,711 CHESTERFIELD HIGHWAY,NULL,NULL,CHERAW,SC,29520,CHESTERFIELD,8435377881
420064,LORIS COMMUNITY HOSPITAL,3655 MITCHELL ST,NULL,NULL,LORIS,SC,29569,HORRY,8437167000
420065,BON SECOURS-ST FRANCIS XAVIER HOSPITAL,2095 HENRY TECKLENBURG DRIVE,NULL,NULL,CHARLESTON,SC,29414,CHARLESTON,8434021000
420066,LAKE CITY COMMUNITY HOSPITAL,258 N RON MCNAIR BLVD,NULL,NULL,LAKE CITY,SC,29560,FLORENCE,8433742036
420067,BEAUFORT COUNTY MEMORIAL HOSPITAL,955 RIBAUT RD,NULL,NULL,BEAUFORT,SC,29902,BEAUFORT,8435225200
420068,TRMC OF ORANGEBURG & CALHOUN,3000 ST MATTHEWS RD BOX 1806,NULL,NULL,ORANGEBURG,SC,29115,ORANGEBURG,8035332460
420069,CLARENDON MEMORIAL HOSPITAL,10 HOSPITAL ST BOX 550,NULL,NULL,MANNING,SC,29102,CLARENDON,8034358463
420070,TUOMEY HEALTHCARE SYSTEM,129 N WASHINGTON ST,NULL,NULL,SUMTER,SC,29150,SUMTER,8037748900
420071,SELF REGIONAL HEALTHCARE,1325 SPRING STREET,NULL,NULL,GREENWOOD,SC,29646,GREENWOOD,8642274111
420072,HAMPTON REGIONAL MEDICAL CENTER,595 WEST CAROLINA AVENUE,NULL,NULL,VARNVILLE,SC,29944,HAMPTON,8039432771
420073,LEXINGTON MEDICAL CENTER,2720 SUNSET BLVD,NULL,NULL,WEST COLUMBIA,SC,29169,LEXINGTON,8037912000
420078,GREENVILLE MEMORIAL HOSPITAL,701 GROVE RD,NULL,NULL,GREENVILLE,SC,29605,GREENVILLE,8644557000
420079,TRIDENT MEDICAL CENTER,9330 MEDICAL PLAZA DR,NULL,NULL,CHARLESTON,SC,29406,CHARLESTON,8437978800
420080,HILTON HEAD REGIONAL MEDICAL CENTER,25 HOSPITAL CENTER BLVD,NULL,NULL,HILTON HEAD ISLAND,SC,29925,BEAUFORT,8436816122
420082,AIKEN REGIONAL MEDICAL CENTER,302 UNIVERSITY PARKWAY,NULL,NULL,AIKEN,SC,29801,AIKEN,8036415900
420083,MARY BLACK MEMORIAL HOSPITAL,1700 SKYLYN DR BOX 3217,NULL,NULL,SPARTANBURG,SC,29307,SPARTANBURG,8645733000
420085,GRAND STRAND REG MED CENTER,809 82ND PARKWAY BOX 7500,NULL,NULL,MYRTLE BEACH,SC,29577,HORRY,8436921100
420086,PALMETTO HEALTH BAPTIST,TAYLOR AT MARION,NULL,NULL,COLUMBIA,SC,29220,RICHLAND,8032965678
420087,ROPER HOSPITAL,316 CALHOUN ST,NULL,NULL,CHARLESTON,SC,29401,CHARLESTON,8437242800
420089,EAST COOPER MEDICAL CENTER,2000 HOSPITAL DR,NULL,NULL,MOUNT PLEASANT,SC,29464,CHARLESTON,8438810100
420091,CAROLINAS HOSPITAL SYSTEM,805 PAMPLICO HWY BOX 100550,NULL,NULL,FLORENCE,SC,29505,FLORENCE,8436742500
420098,WACCAMAW COMMUNITY HOSPITAL,4070 HIGHWAY 17 BY-PASS,NULL,NULL,MURRELLS INLET,SC,29576,GEORGETOWN,8436521000
420101,COASTAL CAROLINA HOSPITAL,1000 MEDICAL CENTER DRIVE,NULL,NULL,HARDEEVILLE,SC,29927,JASPER,8437848000
420102,PATEWOOD MEMORIAL HOSPITAL,175 PATEWOOD DRIVE,NULL,NULL,GREENVILLE,SC,29615,GREENVILLE,8644540888
420103,VILLAGE HOSPITAL,250 WESTMORELAND ROAD,NULL,NULL,GREER,SC,29651,GREENVILLE,8645306000
421301,ABBEVILLE AREA MEDICAL CENTER,420 THOMSON CIRCLE,NULL,NULL,ABBEVILLE,SC,29620,ABBEVILLE,8643665011
421302,FAIRFIELD MEMORIAL HOSPITAL,321 BYPASS PO BOX 620,NULL,NULL,WINNSBORO,SC,29180,FAIRFIELD,8036350233
421303,WILLIAMSBURG REGIONAL HOSPITAL,500 NELSON BOULEVARD PO BOX 568,NULL,NULL,KINGSTREE,SC,29556,WILLIAMSBURG,8433550167
421304,EDGEFIELD COUNTY HOSPITAL,300 RIDGE MEDICAL PLAZA PO BOX 590,NULL,NULL,EDGEFIELD,SC,29824,EDGEFIELD,8036373174
430005,PRAIRIE LAKES HOSPITAL,401 9TH AVENUE NW  PO BOX 1210,NULL,NULL,WATERTOWN,SD,57201,CODINGTON,6058827000
430008,BROOKINGS HOSPITAL,300 22ND AVE,NULL,NULL,BROOKINGS,SD,57006,BROOKINGS,6056967701
430012,AVERA SACRED HEART HOSPITAL,501 SUMMIT,NULL,NULL,YANKTON,SD,57078,YANKTON,6056688000
430013,AVERA QUEEN OF PEACE,525 N FOSTER,NULL,NULL,MITCHELL,SD,57301,DAVISON,6059952000
430014,AVERA ST LUKES,305 S STATE ST,NULL,NULL,ABERDEEN,SD,57401,BROWN,6056225000
430015,ST MARYS HOSPITAL,801 E SIOUX,NULL,NULL,PIERRE,SD,57501,HUGHES,6052243100
430016,AVERA MCKENNAN HOSPITAL & UNIVERSITY HEALTH CENTER,800 E 21ST ST,NULL,NULL,SIOUX FALLS,SD,57117,MINNEHAHA,6053228000
430027,SANFORD USD MEDICAL CENTER,1305 W 18TH ST  PO BOX 5039,NULL,NULL,SIOUX FALLS,SD,57117,MINNEHAHA,6053331000
430048,SPEARFISH REGIONAL HOSPITAL,1440 N MAIN ST,NULL,NULL,SPEARFISH,SD,57783,LAWRENCE,6056444000
430060,HOLY INFANT HOSPITAL,"512 MAIN STREET, BOX 158",NULL,NULL,HOVEN,SD,57450,POTTER,6059482262
430077,RAPID CITY REGIONAL HOSPITAL,353 FAIRMONT BLVD  PO BOX 6000,NULL,NULL,RAPID CITY,SD,57701,PENNINGTON,6057191000
430081,PHS INDIAN HOSPITAL AT PINE RIDGE,EAST HIGHWAY 18,NULL,NULL,PINE RIDGE,SD,57770,SHANNON,6058675131
430082,PHS INDIAN HOSPITAL AT RAPID CITY - SIOUX SAN,3200 CANYON LAKE DR,NULL,NULL,RAPID CITY,SD,57702,PENNINGTON,6053552500
430083,PHS INDIAN HOSPITAL AT EAGLE BUTTE,317 MAIN STREET,NULL,NULL,EAGLE BUTTE,SD,57625,DEWEY,6059643005
430084,PHS INDIAN HOSPITAL AT ROSEBUD,400 SOLDIER CREEK ROAD,NULL,NULL,ROSEBUD,SD,57570,TODD,6057472231
430089,SIOUXLAND SURGERY CENTER LP,600 SIOUX POINT ROAD,NULL,NULL,DAKOTA DUNES,SD,57049,UNION,6052323332
430090,SIOUX FALLS SURGICAL HOSPITAL LLP,910 EAST 20TH STREET,NULL,NULL,SIOUX FALLS,SD,57105,MINNEHAHA,6053346730
430091,BLACK HILLS SURGICAL HOSPITAL LLP,1868 LOMBARDY DR,NULL,NULL,RAPID CITY,SD,57703,PENNINGTON,6057214900
430092,DAKOTA PLAINS SURGICAL CENTER LLP,701 8TH AVENUE NW SUITE C,NULL,NULL,ABERDEEN,SD,57401,BROWN,6052253300
430093,SAME DAY SURGERY CENTER LLC,651 CATHEDRAL DRIVE,NULL,NULL,RAPID CITY,SD,57701,PENNINGTON,6057195000
430094,SPEARFISH REGIONAL SURGERY CENTER,1316 10TH ST,NULL,NULL,SPEARFISH,SD,57783,LAWRENCE,6056423113
430095,AVERA HEART HOSPITAL OF SOUTH DAKOTA LLC,4500 W 69TH ST,NULL,NULL,SIOUX FALLS,SD,57108,MINNEHAHA,6059777000
430096,LEWIS AND CLARK SPECIALTY HOSPITAL,2601 FOX RUN PARKWAY,NULL,NULL,YANKTON,SD,57078,YANKTON,6056655100
431300,MADISON COMMUNITY HOSPITAL - CRITICAL ACCESS HOSP,917 N WASHINGTON AVE,NULL,NULL,MADISON,SD,57042,LAKE,6052566551
431306,PLATTE HEALTH CENTER - CRITICAL ACCESS HOSPITAL,601 E 7TH ST  PO BOX 200,NULL,NULL,PLATTE,SD,57369,CHARLES MIX,6053373364
431310,AVERA FLANDREAU MEDICAL CENTER HOSPITAL - CAH,214 NORTH PRAIRIE AVENUE,NULL,NULL,FLANDREAU,SD,57028,MOODY,6059972433
431315,WAGNER COMMUNITY MEM HOSP - CRITICAL ACCESS HOSP,"513 3RD ST SW, PO BOX 280",NULL,NULL,WAGNER,SD,57380,CHARLES MIX,6053843611
431316,COMMUNITY MEMORIAL HOSPITAL - CRITICAL ACCESS HOSP,111 W 10TH AVE  PO BOX 420,NULL,NULL,REDFIELD,SD,57469,SPINK,6054721110
431317,LANDMANN-JUNGMAN MEMORIAL HOSPITAL - CAH,600 BILLARS ST,NULL,NULL,SCOTLAND,SD,57059,BON HOMME,6055832226
431320,LEAD - DEADWOOD REGIONAL HOSPITAL - CAH,61 CHARLES STREET,NULL,NULL,DEADWOOD,SD,57732,LAWRENCE,6057226101
431321,STURGIS REGIONAL HOSPITAL,949 HARMON STREET,NULL,NULL,STURGIS,SD,57785,MEADE,6057202400
431322,FALL RIVER HOSPITAL - CRITICAL ACCESS HOSPITAL,1201 HIGHWAY 71 SOUTH,NULL,NULL,HOT SPRINGS,SD,57747,FALL RIVER,6057453459
431323,CUSTER REGIONAL HOSPITAL - CRITICAL ACCESS HOSP,1039 MONTGOMERY STREET,NULL,NULL,CUSTER,SD,57730,CUSTER,6056732229
431324,AVERA WESKOTA MEMORIAL MEDICAL CENTER - CAH,604 1ST ST NE,NULL,NULL,WESSINGTON SPRINGS,SD,57382,JERAULD,6055391201
431325,MOBRIDGE REGIONAL HOSPITAL - CRITICAL ACCESS HOSP,1401 10TH AVE WEST,NULL,NULL,MOBRIDGE,SD,57601,WALWORTH,6058453692
431326,MILBANK AREA HOSPITAL/AVERA HEALTH - CAH,901 E VIRGIL AVE,NULL,NULL,MILBANK,SD,57252,GRANT,6054324538
431329,SANFORD MID-DAKOTA HOSPITAL - CAH,300 S BYRON,NULL,NULL,CHAMBERLAIN,SD,57325,BRULE,6057345511
431330,AVERA ST BENEDICT HEALTH CENTER - CAH,401 WEST GLYNN DRIVE,NULL,NULL,PARKSTON,SD,57366,HUTCHINSON,6059283311
431331,AVERA DELLS AREA HEALTH CENTER - CAH,909 N IOWA AVE,NULL,NULL,DELL RAPIDS,SD,57022,MINNEHAHA,6054285431
431332,AVERA DESMET MEMORIAL HOSPITAL - CAH,"306 PRAIRIE AVENUE SW, PO BOX 160",NULL,NULL,DE SMET,SD,57231,KINGSBURY,6058543329
431334,WINNER REGIONAL HEALTHCARE CENTER - CAH,745 EAST 8TH STREET,NULL,NULL,WINNER,SD,57580,TRIPP,6058427100
431335,HURON REGIONAL MEDICAL CENTER,172 FOURTH STREET SE,NULL,NULL,HURON,SD,57350,BEADLE,6053536200
431336,SANFORD VERMILLION HOSPITAL,20 SOUTH PLUM STREET,NULL,NULL,VERMILLION,SD,57069,CLAY,6056242611
431337,AVERA HAND COUNTY MEMORIAL HOSPITAL AND CLINIC,300 W 5TH ST,NULL,NULL,MILLER,SD,57362,HAND,6058532421
431338,AVERA GREGORY HEALTHCARE CENTER,400 PARK STREET  PO BOX 408,NULL,NULL,GREGORY,SD,57533,GREGORY,6058358394
440001,UNICOI COUNTY MEMORIAL HOSPITAL,GREENWAY CIRCLE,NULL,NULL,ERWIN,TN,37650,UNICOI,4237433141
440002,JACKSON-MADISON COUNTY GENERAL HOSPITAL,620 SKYLINE DRIVE,NULL,NULL,JACKSON,TN,38301,MADISON,7315415000
440003,SUMNER REGIONAL MEDICAL CENTER,555 HARTSVILLE PIKE,NULL,NULL,GALLATIN,TN,37066,SUMNER,6154524210
440006,SKYLINE MEDICAL CENTER,3441 DICKERSON PIKE,NULL,NULL,NASHVILLE,TN,37207,DAVIDSON,6157692000
440007,UNITED REGIONAL MEDICAL CENTER,1001 MCARTHUR ST,NULL,NULL,MANCHESTER,TN,37355,COFFEE,9317283586
440008,HENDERSON COUNTY COMMUNITY HOSPITAL,200 W CHURCH ST,NULL,NULL,LEXINGTON,TN,38351,HENDERSON,7319681801
440009,CUMBERLAND MEDICAL CENTER,421 S MAIN ST,NULL,NULL,CROSSVILLE,TN,38555,CUMBERLAND,9314849511
440010,WAYNE MEDICAL CENTER,103 J V MANGUBAT DR,NULL,NULL,WAYNESBORO,TN,38485,WAYNE,9317225411
440011,BLOUNT MEMORIAL HOSPITAL,907 E LAMAR ALEXANDER PARKWAY,NULL,NULL,MARYVILLE,TN,37804,BLOUNT,8659837211
440012,WELLMONT BRISTOL REGIONAL MEDICAL CENTER,ONE MEDICAL PARK BLVD,NULL,NULL,BRISTOL,TN,37620,SULLIVAN,4238441121
440015,UNIVERSITY OF TN MEMORIAL HOSPITAL,1924 ALCOA HIGHWAY,NULL,NULL,KNOXVILLE,TN,37920,KNOX,8655449000
440016,BAPTIST MEMORIAL HOSPITAL HUNTINGDON,631 RB WILSON DR,NULL,NULL,HUNTINGDON,TN,38344,CARROLL,7319864461
440017,WELLMONT HOLSTON VALLEY MEDICAL CENTER,130 WEST RAVINE ROAD,NULL,NULL,KINGSPORT,TN,37662,SULLIVAN,4232244000
440018,SYCAMORE SHOALS HOSPITAL,1501 WEST ELK AVENUE,NULL,NULL,ELIZABETHTON,TN,37643,CARTER,4235421300
440020,HILLSIDE HOSPITAL,1265 E COLLEGE ST,NULL,NULL,PULASKI,TN,38478,GILES,9313637531
440025,"LAUGHLIN MEMORIAL HOSPITAL, INC",1420 TUSCULUM BLVD,NULL,NULL,GREENEVILLE,TN,37745,GREENE,4237875000
440029,WILLIAMSON MEDICAL CENTER,4321 CAROTHERS PARKWAY,NULL,NULL,FRANKLIN,TN,37067,WILLIAMSON,6154355000
440030,MORRISTOWN HAMBLEN HOSPITAL ASSOCIATION,908 W 4TH NORTH ST,NULL,NULL,MORRISTOWN,TN,37814,HAMBLEN,4235864231
440031,ROANE MEDICAL CENTER,412 DEVONIA ST,NULL,NULL,HARRIMAN,TN,37748,ROANE,8658821323
440032,WELLMONT HAWKINS COUNTY MEMORIAL HOSPITAL,851 LOCUST STREET,NULL,NULL,ROGERSVILLE,TN,37857,HAWKINS,4239217000
440033,ST MARY'S MEDICAL CENTER OF CAMPBELL COUNTY,923 EAST CENTRAL AVENUE,NULL,NULL,LA FOLLETTE,TN,37766,CAMPBELL,4239071200
440034,METHODIST MEDICAL CENTER OF OAK RIDGE,990 OAK RIDGE TURNPIKE BOX 529,NULL,NULL,OAK RIDGE,TN,37830,ANDERSON,8658351000
440035,GATEWAY MEDICAL CENTER,651 DUNLOP LANE,NULL,NULL,CLARKSVILLE,TN,37040,MONTGOMERY,9315021000
440039,VANDERBILT UNIVERSITY HOSPITAL,1161 21ST AVENUE SOUTH,NULL,NULL,NASHVILLE,TN,37232,DAVIDSON,6153223454
440040,PERRY COMMUNITY HOSPITAL,2718 SQUIRREL HOLLOW DRIVE,NULL,NULL,LINDEN,TN,37096,PERRY,9315892121
440046,HORIZON MEDICAL CENTER,111 HIGHWAY 70 EAST,NULL,NULL,DICKSON,TN,37055,DICKSON,6154460446
440047,GIBSON GENERAL HOSPITAL,200 HOSPITAL DR,NULL,NULL,TRENTON,TN,38382,GIBSON,7318557900
440048,BAPTIST MEMORIAL HOSPITAL,6019 WALNUT GROVE ROAD,NULL,NULL,MEMPHIS,TN,38120,SHELBY,9012265000
440049,METHODIST HEALTHCARE MEMPHIS HOSPITALS,1265 UNION AVE SUITE 700,NULL,NULL,MEMPHIS,TN,38104,SHELBY,9015168274
440050,TAKOMA REGIONAL HOSPITAL,401 TAKOMA AVE,NULL,NULL,GREENEVILLE,TN,37743,GREENE,4236393151
440051,MCNAIRY REGIONAL HOSPITAL,705 E POPLAR AVE,NULL,NULL,SELMER,TN,38375,MCNAIRY,7316453221
440053,MIDDLE TENNESSEE MEDICAL CENTER INC,1700 MEDICAL CENTER PARKWAY,NULL,NULL,MURFREESBORO,TN,37129,RUTHERFORD,6153964100
440054,WOODS MEMORIAL HOSPITAL,886 HIGHWAY 411 NORTH,NULL,NULL,ETOWAH,TN,37331,MCMINN,4232633600
440056,ST MARY'S JEFFERSON MEMORIAL HOSPITAL,110 HOSPITAL DRIVE,NULL,NULL,JEFFERSON CITY,TN,37760,JEFFERSON,8654712500
440057,CLAIBORNE COUNTY HOSPITAL,1850 OLD KNOXVILLE HIGHWAY,NULL,NULL,TAZEWELL,TN,37879,CLAIBORNE,4236264211
440058,SOUTHERN TENNESSEE MEDICAL CENTER,185 HOSPITAL ROAD,NULL,NULL,WINCHESTER,TN,37398,FRANKLIN,9319678295
440059,COOKEVILLE REGIONAL MEDICAL CENTER,1 MEDICAL CENTER BOULEVARD,NULL,NULL,COOKEVILLE,TN,38501,PUTNAM,9316462000
440060,MILAN GENERAL HOSPITAL,4039 HIGHLAND ST,NULL,NULL,MILAN,TN,38358,GIBSON,7316861591
440061,VOLUNTEER COMMUNITY HOSPITAL,161 MOUNT PELIA RD,NULL,NULL,MARTIN,TN,38237,WEAKLEY,7315874261
